source_type,s1_edge_preservation,preserved_subroutes,max_cluster_size,nn_pairs_preserved,backbone_preserved,s2_dist,elite_reconstruction
Evolution_Crossover,0.6944,11,7,0.5455,0.7143,843.0420,0
Evolution_Crossover,0.6111,6,8,0.5909,0.6286,803.3111,1
Evolution_Crossover,0.6667,8,7,0.4545,0.6857,804.0379,1
Evolution_Crossover,0.5833,8,8,0.5000,0.6000,817.8002,0
Evolution_Crossover,0.7778,14,9,0.4545,0.7714,855.6420,0
Evolution_Crossover,0.5278,6,7,0.5909,0.5429,857.5534,0
Evolution_Crossover,0.5556,9,5,0.5000,0.5714,817.8002,0
Evolution_Crossover,0.6667,11,4,0.5455,0.6857,873.8216,0
Evolution_Crossover,0.6389,13,6,0.5455,0.6571,863.0815,0
Evolution_Crossover,0.6111,11,6,0.4545,0.6286,853.6495,0
Evolution_Crossover,0.5833,8,9,0.5000,0.5714,851.1324,0
Evolution_Crossover,0.5278,8,5,0.5000,0.5429,847.3970,0
Evolution_Crossover,0.5556,9,5,0.5000,0.5714,817.8002,0
Evolution_Crossover,0.5000,4,7,0.5455,0.5143,803.3111,1
Evolution_Crossover,0.6667,13,6,0.5909,0.6857,859.2038,0
Evolution_Crossover,0.7222,12,9,0.5000,0.7429,797.8718,1
Evolution_Crossover,0.5556,10,5,0.4545,0.5714,841.5297,0
Evolution_Crossover,0.6944,12,7,0.5000,0.7143,803.6943,1
Evolution_Crossover,0.7500,14,8,0.5000,0.7714,819.5007,0
Evolution_Crossover,0.5833,12,6,0.5455,0.6000,852.6897,0
Evolution_Crossover,0.5833,10,8,0.4545,0.5714,843.6407,0
Evolution_Crossover,0.7778,14,6,0.5909,0.8000,810.5735,0
Evolution_Crossover,0.6111,10,6,0.4545,0.6000,869.6680,0
Evolution_Crossover,0.6111,12,5,0.5455,0.6286,805.8710,1
Evolution_Crossover,0.7500,11,7,0.5000,0.7429,817.8002,0
Evolution_Crossover,0.5000,6,4,0.4545,0.5143,803.3111,1
Evolution_Crossover,0.5833,9,7,0.5000,0.5714,856.4563,0
Evolution_Crossover,0.6111,5,8,0.6364,0.6286,803.3111,1
Evolution_Crossover,0.6389,8,7,0.5909,0.6286,861.3870,0
Evolution_Crossover,0.7222,15,9,0.5455,0.7143,797.4513,1
Evolution_Crossover,0.7500,13,8,0.5000,0.7429,835.8916,0
Evolution_Crossover,0.6111,11,5,0.5455,0.6286,879.1306,0
Evolution_Crossover,0.6389,11,5,0.5000,0.6571,917.0312,0
Evolution_Crossover,0.5278,6,8,0.4545,0.5143,797.4513,1
Evolution_Crossover,0.7222,15,9,0.5909,0.7429,851.6254,0
Evolution_Crossover,0.7222,13,6,0.5909,0.7429,833.0135,0
Evolution_Crossover,0.5278,5,6,0.4545,0.5429,803.3111,1
Evolution_Crossover,0.6389,13,7,0.5455,0.6571,860.8576,0
Evolution_Crossover,0.7778,17,8,0.5000,0.7714,846.3483,0
Evolution_Crossover,0.6667,14,8,0.5455,0.6857,822.5776,0
Evolution_Crossover,0.7222,11,8,0.4545,0.7143,797.4513,1
Evolution_Crossover,0.5833,6,8,0.5455,0.6000,801.8739,1
Evolution_Crossover,0.6111,6,8,0.5909,0.6286,803.3111,1
Evolution_Crossover,0.7222,13,8,0.5000,0.7143,797.8718,1
Evolution_Crossover,0.6111,10,5,0.5455,0.6286,856.6204,0
Evolution_Crossover,0.5278,9,4,0.6364,0.5429,861.9297,0
Evolution_Crossover,0.6111,12,7,0.5455,0.6286,817.9923,0
Evolution_Crossover,0.6111,9,5,0.4091,0.6286,866.4172,0
Evolution_Crossover,0.6389,13,6,0.5455,0.6571,863.0815,0
Evolution_Crossover,0.6944,13,9,0.5000,0.7143,797.8718,1
Evolution_Crossover,0.6667,11,5,0.5000,0.6857,819.3735,0
Evolution_Crossover,0.5556,8,9,0.5000,0.5429,869.6050,0
Evolution_Crossover,0.6111,11,6,0.5000,0.6000,888.6383,0
Evolution_Crossover,0.6944,13,7,0.5455,0.7143,819.5792,0
Evolution_Crossover,0.5000,3,7,0.4545,0.4857,810.5735,0
Evolution_Crossover,0.6944,9,7,0.6364,0.7143,801.8739,1
Evolution_Crossover,0.5000,8,5,0.4545,0.5143,852.1839,0
Evolution_Crossover,0.6111,12,5,0.5455,0.6286,805.8710,1
Evolution_Crossover,0.5556,7,4,0.5000,0.5714,801.8739,1
Evolution_Crossover,0.6944,13,7,0.4545,0.7143,837.2387,0
Evolution_Crossover,0.5556,7,7,0.4545,0.5714,810.5735,0
Evolution_Crossover,0.5833,12,6,0.5455,0.6000,852.6897,0
Evolution_Crossover,0.7500,17,7,0.5000,0.7429,820.2504,0
Evolution_Crossover,0.7500,12,9,0.5000,0.7429,797.4513,1
Evolution_Crossover,0.6944,14,9,0.4091,0.7143,904.8874,0
Evolution_Crossover,0.6944,10,7,0.6364,0.7143,835.0131,0
Evolution_Crossover,0.6389,9,6,0.3636,0.6286,798.9434,1
Evolution_Crossover,0.6389,10,4,0.5000,0.6571,869.5278,0
Evolution_Crossover,0.6111,6,7,0.5909,0.6286,915.5708,0
Evolution_Crossover,0.6944,15,8,0.4545,0.7143,857.1411,0
Evolution_Crossover,0.6111,12,6,0.5000,0.6286,899.2461,0
Evolution_Crossover,0.6111,11,6,0.5000,0.6286,832.6692,0
Evolution_Crossover,0.7222,12,8,0.5000,0.7143,895.7799,0
Evolution_Crossover,0.5000,5,6,0.6364,0.5143,890.6534,0
Evolution_Crossover,0.7778,14,7,0.4545,0.7714,798.9434,1
Evolution_Crossover,0.7778,15,8,0.5455,0.8000,797.4513,1
Evolution_Crossover,0.5278,7,5,0.4545,0.5429,821.0302,0
Evolution_Crossover,0.6389,10,6,0.4545,0.6571,849.0681,0
Evolution_Crossover,0.6944,13,7,0.5455,0.6857,947.5095,0
Evolution_Crossover,0.5833,7,6,0.5455,0.6000,849.0041,0
Evolution_Crossover,0.5278,5,7,0.4545,0.5143,836.4349,0
Evolution_Crossover,0.6944,8,8,0.6364,0.7143,801.8739,1
Evolution_Crossover,0.7222,10,8,0.5455,0.7143,797.4513,1
Evolution_Crossover,0.6111,12,7,0.4091,0.6000,921.0236,0
Evolution_Crossover,0.5556,10,5,0.5000,0.5714,797.4513,1
Evolution_Crossover,0.5278,4,7,0.5455,0.5429,816.0543,0
Evolution_Crossover,0.6389,11,7,0.5000,0.6571,881.8148,0
Evolution_Crossover,0.5556,8,8,0.4091,0.5714,948.4773,0
Evolution_Crossover,0.6667,13,8,0.5455,0.6857,797.8718,1
Evolution_Crossover,0.6389,11,8,0.4545,0.6286,839.8519,0
Evolution_Crossover,0.6944,12,6,0.5000,0.7143,888.6742,0
Evolution_Crossover,0.6389,11,9,0.5455,0.6286,886.6416,0
Evolution_Crossover,0.6944,13,7,0.5455,0.6857,885.3108,0
Evolution_Crossover,0.6389,11,8,0.3636,0.6286,852.6897,0
Evolution_Crossover,0.5278,10,6,0.5000,0.5429,810.5735,0
Evolution_Crossover,0.6389,12,7,0.4545,0.6286,807.8428,1
Evolution_Crossover,0.6944,13,6,0.5455,0.7143,797.8718,1
Evolution_Crossover,0.7778,16,8,0.4545,0.7714,810.5735,0
Evolution_Crossover,0.7778,14,9,0.5455,0.7714,812.2031,0
Evolution_Crossover,0.6389,14,8,0.5455,0.6571,876.1548,0
Evolution_Crossover,0.5833,8,7,0.5000,0.6000,865.6803,0
Evolution_Crossover,0.5556,10,5,0.5000,0.5714,856.9378,0
Evolution_Crossover,0.6111,11,7,0.5000,0.6286,836.0613,0
Evolution_Crossover,0.7778,15,7,0.4545,0.7714,820.9992,0
Evolution_Crossover,0.5278,7,5,0.5000,0.5429,870.3326,0
Evolution_Crossover,0.7500,13,7,0.5000,0.7714,797.8718,1
Evolution_Crossover,0.7778,13,6,0.5909,0.8000,797.4513,1
Evolution_Crossover,0.5000,6,6,0.5455,0.5143,832.6692,0
Evolution_Crossover,0.7500,15,8,0.5909,0.7714,864.4641,0
Evolution_Crossover,0.6944,15,8,0.4091,0.6857,797.4513,1
Evolution_Crossover,0.6667,11,9,0.5455,0.6571,828.5087,0
Evolution_Crossover,0.7222,12,6,0.5455,0.7429,924.7818,0
Evolution_Crossover,0.7778,14,9,0.5455,0.8000,797.8718,1
Evolution_Crossover,0.5278,7,6,0.5455,0.5429,863.6839,0
Evolution_Crossover,0.5833,6,8,0.5455,0.6000,801.8739,1
Evolution_Crossover,0.5000,8,5,0.4545,0.5143,937.9166,0
Evolution_Crossover,0.5000,8,5,0.4091,0.4857,893.5524,0
Evolution_Crossover,0.7500,15,7,0.5909,0.7429,827.3525,0
Evolution_Crossover,0.5556,7,9,0.5455,0.5429,797.4513,1
Evolution_Crossover,0.5556,6,6,0.4545,0.5429,817.8002,0
Evolution_Crossover,0.5556,9,8,0.5455,0.5429,797.8718,1
Evolution_Crossover,0.6111,12,6,0.5000,0.6286,899.2461,0
Evolution_Crossover,0.6667,11,6,0.5455,0.6857,827.5593,0
Evolution_Crossover,0.6944,8,8,0.6364,0.7143,801.8739,1
Evolution_Crossover,0.5833,10,7,0.5455,0.6000,859.9702,0
Evolution_Crossover,0.6389,11,7,0.4545,0.6571,817.9923,0
Evolution_Crossover,0.6111,12,6,0.5000,0.6286,848.8190,0
Evolution_Crossover,0.5278,7,7,0.4091,0.5429,801.8739,1
Evolution_Crossover,0.7222,15,6,0.5909,0.7143,841.0370,0
Evolution_Crossover,0.6944,14,8,0.4091,0.6857,827.3525,0
Evolution_Crossover,0.5833,11,6,0.3636,0.6000,874.2474,0
Evolution_Crossover,0.7778,16,8,0.5000,0.7714,797.4513,1
Evolution_Crossover,0.7222,14,8,0.5000,0.7143,803.1277,1
Evolution_Crossover,0.7500,15,7,0.5000,0.7714,812.2031,0
Evolution_Crossover,0.5556,7,5,0.5000,0.5714,867.9254,0
Evolution_Crossover,0.5278,6,7,0.5000,0.5429,803.3936,1
Evolution_Crossover,0.7500,15,9,0.5909,0.7714,797.8718,1
Evolution_Crossover,0.7778,15,7,0.5455,0.8000,855.1927,0
Evolution_Crossover,0.7778,14,9,0.6364,0.8000,797.8718,1
Evolution_Crossover,0.5278,7,5,0.5000,0.5429,844.1620,0
Evolution_Crossover,0.5833,10,5,0.4545,0.6000,867.2751,0
Evolution_Crossover,0.5278,7,5,0.5000,0.5429,833.9091,0
Evolution_Crossover,0.5833,11,5,0.5455,0.6000,863.7345,0
Evolution_Crossover,0.6111,13,7,0.4091,0.6286,831.4938,0
Evolution_Crossover,0.6389,12,8,0.5000,0.6286,948.8137,0
Evolution_Crossover,0.5833,11,6,0.5455,0.6000,863.0815,0
Evolution_Crossover,0.7500,15,7,0.5455,0.7429,810.6053,0
Evolution_Crossover,0.5556,9,6,0.5909,0.5714,887.9607,0
Evolution_Crossover,0.6111,11,6,0.5000,0.6000,904.9206,0
Evolution_Crossover,0.7222,12,9,0.4545,0.7143,833.5646,0
Evolution_Crossover,0.5556,9,5,0.4545,0.5714,819.5007,0
Evolution_Crossover,0.6667,13,8,0.5000,0.6571,820.8613,0
Evolution_Crossover,0.7778,13,6,0.5000,0.8000,797.8718,1
Evolution_Crossover,0.6667,11,6,0.5455,0.6857,827.5593,0
Evolution_Crossover,0.5000,8,4,0.5000,0.5143,905.5351,0
Evolution_Crossover,0.7778,14,6,0.5909,0.8000,810.5735,0
Evolution_Crossover,0.6389,13,6,0.5455,0.6571,863.0815,0
Evolution_Crossover,0.5556,11,5,0.5000,0.5714,819.5007,0
Evolution_Crossover,0.5556,7,7,0.5000,0.5714,873.4550,0
Evolution_Crossover,0.7500,10,7,0.5909,0.7714,801.8739,1
Evolution_Crossover,0.5833,9,6,0.5909,0.6000,813.0478,0
Evolution_Crossover,0.6389,11,8,0.4545,0.6571,845.1833,0
Evolution_Crossover,0.7500,13,8,0.5909,0.7714,801.8739,1
Evolution_Crossover,0.6667,12,7,0.5000,0.6857,835.7890,0
Evolution_Crossover,0.6111,11,6,0.5909,0.6286,852.6897,0
Evolution_Crossover,0.5278,9,5,0.5000,0.5429,851.1324,0
Evolution_Crossover,0.6667,12,6,0.5455,0.6571,838.2086,0
Evolution_Crossover,0.6389,10,8,0.5455,0.6571,803.3111,1
Evolution_Crossover,0.6667,14,7,0.5000,0.6857,904.0162,0
Evolution_Crossover,0.5556,6,8,0.5909,0.5714,803.3111,1
Evolution_Crossover,0.7778,14,8,0.6364,0.8000,797.4513,1
Evolution_Crossover,0.6389,10,7,0.5000,0.6286,858.2073,0
Evolution_Crossover,0.5833,10,7,0.4545,0.6000,835.0500,0
Evolution_Crossover,0.5833,10,5,0.4545,0.6000,797.4513,1
Evolution_Crossover,0.5278,5,7,0.5909,0.5429,810.5735,0
Evolution_Crossover,0.5278,7,6,0.5455,0.5429,798.9434,1
Evolution_Crossover,0.5556,5,6,0.5000,0.5714,832.7340,0
Evolution_Crossover,0.5833,7,5,0.5000,0.6000,829.9318,0
Evolution_Crossover,0.5556,7,7,0.4545,0.5714,850.3286,0
Evolution_Crossover,0.6111,7,8,0.4545,0.6000,818.6157,0
Evolution_Crossover,0.6111,11,6,0.5455,0.6000,864.2116,0
Evolution_Crossover,0.6389,11,7,0.4091,0.6571,877.8735,0
Evolution_Crossover,0.7222,13,8,0.5455,0.7429,826.8644,0
Evolution_Crossover,0.6667,9,7,0.5455,0.6857,856.5426,0
Evolution_Crossover,0.6111,6,8,0.5909,0.6286,811.2462,0
Evolution_Crossover,0.7222,14,9,0.5455,0.7429,829.5780,0
Evolution_Crossover,0.7222,15,6,0.5909,0.7143,841.0370,0
Evolution_Crossover,0.5278,6,5,0.6818,0.5429,803.3111,1
Evolution_Crossover,0.5556,8,5,0.4545,0.5714,810.5735,0
Evolution_Crossover,0.7778,12,7,0.5000,0.7714,817.8002,0
Evolution_Crossover,0.7500,14,8,0.5000,0.7429,797.4513,1
Evolution_Crossover,0.7500,13,9,0.5000,0.7429,890.4832,0
Evolution_Crossover,0.6944,12,6,0.5000,0.6857,889.6605,0
Evolution_Crossover,0.5556,8,8,0.4091,0.5429,804.0648,1
Evolution_Crossover,0.7778,15,7,0.5455,0.8000,855.1927,0
Evolution_Crossover,0.5833,10,6,0.5000,0.6000,825.4293,0
Evolution_Crossover,0.5278,8,5,0.5000,0.5429,936.9733,0
Evolution_Crossover,0.6111,11,6,0.5000,0.6000,904.9206,0
Evolution_Crossover,0.5278,5,7,0.5000,0.5429,846.4446,0
Evolution_Crossover,0.5278,3,6,0.5455,0.5429,841.3751,0
Evolution_Crossover,0.6944,14,7,0.5000,0.7143,855.1927,0
Evolution_Crossover,0.6944,12,7,0.5000,0.7143,827.4252,0
Evolution_Crossover,0.6667,10,5,0.4545,0.6857,797.4513,1
Evolution_Crossover,0.6667,10,9,0.5909,0.6571,804.1204,1
Evolution_Crossover,0.6944,12,7,0.5909,0.7143,882.3847,0
Evolution_Crossover,0.5556,6,6,0.5909,0.5714,804.1204,1
Evolution_Crossover,0.6944,13,9,0.5000,0.7143,828.4438,0
Evolution_Crossover,0.5278,7,6,0.5000,0.5143,878.2804,0
Evolution_Crossover,0.7222,12,5,0.4545,0.7143,878.1250,0
Evolution_Crossover,0.5000,5,7,0.4091,0.4857,816.7811,0
Evolution_Crossover,0.6389,10,6,0.5455,0.6571,855.0632,0
Evolution_Crossover,0.6111,9,9,0.5455,0.6000,859.6303,0
Evolution_Crossover,0.6667,10,6,0.6364,0.6857,892.8759,0
Evolution_Crossover,0.7778,14,7,0.4091,0.7714,797.4513,1
Evolution_Crossover,0.7222,9,7,0.6364,0.7429,801.8739,1
Evolution_Crossover,0.6111,7,8,0.5000,0.6286,801.8739,1
Evolution_Crossover,0.5556,8,7,0.5455,0.5714,804.0379,1
Evolution_Crossover,0.6667,13,7,0.5455,0.6571,818.6157,0
Evolution_Crossover,0.5833,10,5,0.5000,0.6000,869.1184,0
Evolution_Crossover,0.5278,7,6,0.4545,0.5429,870.7098,0
Evolution_Crossover,0.7500,13,7,0.4545,0.7429,815.1484,0
Evolution_Crossover,0.5833,8,6,0.4545,0.5714,803.3936,1
Evolution_Crossover,0.5278,7,6,0.4091,0.5429,900.8857,0
Evolution_Crossover,0.5833,5,8,0.5000,0.6000,816.0543,0
Evolution_Crossover,0.7222,12,9,0.5000,0.7429,797.8718,1
Evolution_Crossover,0.6667,13,9,0.5000,0.6857,916.9633,0
Evolution_Crossover,0.6111,11,7,0.3636,0.6000,847.1886,0
Evolution_Crossover,0.5278,6,6,0.5000,0.5429,844.2526,0
Evolution_Crossover,0.7500,12,8,0.5909,0.7714,797.4513,1
Evolution_Crossover,0.6667,12,7,0.5000,0.6571,828.7001,0
Evolution_Crossover,0.7222,14,8,0.5455,0.7143,846.5766,0
Evolution_Crossover,0.6389,11,7,0.4091,0.6571,852.8743,0
Evolution_Crossover,0.6944,12,8,0.5455,0.7143,865.6803,0
Evolution_Crossover,0.6111,9,8,0.4545,0.6286,818.6157,0
Evolution_Crossover,0.7500,14,8,0.5455,0.7714,857.8702,0
Evolution_Crossover,0.6667,11,7,0.5000,0.6857,853.1590,0
Evolution_Crossover,0.5000,8,5,0.4091,0.5143,819.4976,0
Evolution_Crossover,0.6667,14,7,0.4545,0.6571,844.5559,0
Evolution_Crossover,0.7500,11,7,0.5909,0.7714,797.4513,1
Evolution_Crossover,0.5833,6,5,0.5000,0.6000,883.0074,0
Evolution_Crossover,0.6944,14,6,0.5455,0.7143,839.7646,0
Evolution_Crossover,0.7500,11,7,0.5909,0.7714,865.6803,0
Evolution_Crossover,0.5833,10,5,0.5000,0.6000,889.3871,0
Evolution_Crossover,0.5278,8,7,0.5000,0.5429,803.3111,1
Evolution_Crossover,0.5000,5,7,0.4091,0.4857,816.7811,0
Evolution_Crossover,0.5556,8,6,0.5000,0.5714,803.3936,1
Evolution_Crossover,0.6389,8,9,0.5000,0.6286,822.0036,0
Evolution_Crossover,0.5278,6,7,0.5000,0.5143,810.5735,0
Evolution_Crossover,0.7500,14,6,0.6364,0.7429,808.2633,1
Evolution_Crossover,0.5278,6,7,0.5909,0.5429,826.0486,0
Evolution_Crossover,0.6944,14,6,0.5909,0.7143,844.0783,0
Evolution_Crossover,0.6389,10,6,0.4545,0.6571,831.4938,0
Evolution_Crossover,0.6667,12,7,0.5455,0.6857,821.7963,0
Evolution_Crossover,0.7778,13,6,0.5909,0.8000,797.4513,1
Evolution_Crossover,0.5556,6,4,0.4091,0.5714,888.7909,0
Evolution_Crossover,0.7222,11,9,0.5455,0.7429,818.4128,0
Evolution_Crossover,0.6111,11,5,0.5455,0.6286,836.8551,0
Evolution_Crossover,0.7500,13,6,0.5455,0.7714,797.4513,1
Evolution_Crossover,0.6944,12,7,0.5000,0.7143,828.7001,0
Evolution_Crossover,0.7222,14,8,0.5000,0.7429,856.9937,0
Evolution_Crossover,0.6389,9,5,0.5909,0.6571,819.5007,0
Evolution_Crossover,0.7778,14,8,0.4545,0.7714,901.1456,0
Evolution_Crossover,0.5556,6,7,0.5000,0.5429,803.3936,1
Evolution_Crossover,0.7222,14,8,0.4545,0.7143,827.3525,0
Evolution_Crossover,0.6111,10,4,0.4545,0.6286,797.8718,1
Evolution_Crossover,0.6944,11,6,0.4545,0.6857,870.7555,0
Evolution_Crossover,0.7778,13,9,0.5000,0.8000,813.6952,0
Evolution_Crossover,0.6944,13,6,0.5000,0.7143,848.6554,0
Evolution_Crossover,0.7778,17,8,0.5455,0.7714,837.3199,0
Evolution_Crossover,0.7222,12,7,0.5000,0.7429,797.4513,1
Evolution_Crossover,0.6944,13,7,0.5000,0.6857,904.9934,0
Evolution_Crossover,0.6667,13,5,0.5455,0.6857,856.5939,0
Evolution_Crossover,0.5278,9,5,0.4091,0.5429,804.0379,1
Evolution_Crossover,0.5556,7,5,0.4091,0.5429,827.7977,0
Evolution_Crossover,0.7778,15,8,0.4091,0.7714,832.8707,0
Evolution_Crossover,0.6944,12,5,0.5455,0.6857,840.7333,0
Evolution_Crossover,0.5000,9,5,0.4545,0.5143,853.4981,0
Evolution_Crossover,0.7778,16,8,0.5909,0.7714,848.8549,0
Evolution_Crossover,0.6389,11,7,0.5455,0.6286,911.0120,0
Evolution_Crossover,0.6111,10,5,0.5455,0.6286,810.5735,0
Evolution_Crossover,0.5000,5,6,0.5000,0.5143,877.5690,0
Evolution_Crossover,0.6944,13,8,0.4545,0.6857,924.3391,0
Evolution_Crossover,0.5000,6,7,0.5455,0.4857,803.3111,1
Evolution_Crossover,0.5833,8,6,0.5909,0.6000,808.0811,1
Evolution_Crossover,0.6111,11,7,0.3636,0.6000,853.9163,0
Evolution_Crossover,0.7500,15,7,0.5455,0.7714,896.4090,0
Evolution_Crossover,0.5833,10,6,0.5000,0.6000,910.1073,0
Evolution_Crossover,0.7778,14,8,0.5455,0.8000,821.4331,0
Evolution_Crossover,0.5278,4,7,0.5000,0.5429,906.9225,0
Evolution_Crossover,0.7500,13,6,0.6364,0.7429,859.0905,0
Evolution_Crossover,0.6111,10,7,0.5000,0.6000,807.8428,1
Evolution_Crossover,0.6944,11,7,0.5909,0.7143,820.9992,0
Evolution_Crossover,0.6944,11,7,0.5909,0.7143,801.8739,1
Evolution_Crossover,0.7500,16,9,0.4545,0.7429,897.8852,0
Evolution_Crossover,0.5278,7,5,0.4545,0.5429,819.2922,0
Evolution_Crossover,0.5278,8,4,0.4545,0.5429,797.8718,1
Evolution_Crossover,0.5000,5,6,0.5455,0.5143,887.0145,0
Evolution_Crossover,0.5000,6,6,0.5455,0.5143,804.0379,1
Evolution_Crossover,0.5000,6,6,0.5000,0.5143,844.7870,0
Evolution_Crossover,0.6389,11,8,0.5455,0.6571,835.4307,0
Evolution_Crossover,0.6389,12,7,0.5455,0.6571,860.8576,0
Evolution_Crossover,0.6389,12,6,0.5000,0.6571,862.6030,0
Evolution_Crossover,0.6389,13,8,0.5455,0.6571,890.1381,0
Evolution_Crossover,0.7222,12,7,0.5455,0.7429,819.5792,0
Evolution_Crossover,0.7222,12,6,0.6364,0.7429,856.4047,0
Evolution_Crossover,0.6111,11,5,0.5455,0.6286,832.5237,0
Evolution_Crossover,0.6389,10,5,0.6364,0.6571,861.9964,0
Evolution_Crossover,0.6389,10,8,0.4545,0.6571,797.8718,1
Evolution_Crossover,0.7778,14,9,0.5455,0.7714,798.9434,1
Evolution_Crossover,0.7222,14,9,0.5000,0.7429,797.8718,1
Evolution_Crossover,0.6667,12,8,0.5000,0.6571,797.4513,1
Evolution_Crossover,0.7778,16,8,0.4091,0.7714,832.8707,0
Evolution_Crossover,0.7500,11,7,0.5455,0.7714,865.6803,0
Evolution_Crossover,0.5833,9,7,0.4545,0.6000,869.1311,0
Evolution_Crossover,0.7222,12,7,0.4091,0.7429,852.6897,0
Evolution_Crossover,0.6667,10,7,0.4545,0.6571,797.4513,1
Evolution_Crossover,0.5556,11,5,0.5000,0.5714,832.1876,0
Evolution_Crossover,0.7222,13,9,0.3636,0.7143,829.5089,0
Evolution_Crossover,0.5833,10,5,0.5909,0.6000,828.7001,0
Evolution_Crossover,0.6111,7,7,0.5909,0.6286,877.3595,0
Evolution_Crossover,0.5833,10,5,0.5909,0.6000,828.7001,0
Evolution_Crossover,0.5278,6,7,0.4545,0.5429,837.6329,0
Evolution_Crossover,0.5556,9,5,0.4545,0.5714,817.8002,0
Evolution_Crossover,0.5556,8,6,0.5455,0.5429,797.8718,1
Evolution_Crossover,0.7222,12,7,0.4091,0.7429,857.8702,0
Evolution_Crossover,0.5833,12,8,0.5000,0.5714,858.6048,0
Evolution_Crossover,0.5278,9,6,0.4545,0.5429,885.8004,0
Evolution_Crossover,0.6944,11,7,0.3636,0.7143,832.9353,0
Evolution_Crossover,0.6389,12,7,0.5455,0.6571,828.7001,0
Evolution_Crossover,0.5278,11,6,0.5455,0.5429,881.9630,0
Evolution_Crossover,0.6111,9,7,0.5455,0.6286,900.2981,0
Evolution_Crossover,0.5278,7,6,0.5000,0.5429,797.8718,1
Evolution_Crossover,0.7222,14,8,0.5909,0.7429,840.9450,0
Evolution_Crossover,0.5000,6,5,0.4545,0.5143,842.3169,0
Evolution_Crossover,0.6111,7,8,0.5455,0.6286,820.1789,0
Evolution_Crossover,0.6389,11,8,0.4545,0.6571,845.1833,0
Evolution_Crossover,0.7222,12,7,0.4545,0.7143,812.2031,0
Evolution_Crossover,0.6389,14,8,0.5455,0.6571,838.2086,0
Evolution_Crossover,0.7778,15,8,0.5000,0.7714,848.8549,0
Evolution_Crossover,0.6667,14,8,0.4545,0.6857,866.1592,0
Evolution_Crossover,0.5556,5,7,0.5455,0.5429,816.0543,0
Evolution_Crossover,0.6111,8,7,0.4545,0.6000,803.3936,1
Evolution_Crossover,0.5833,13,8,0.4091,0.5714,866.2395,0
Evolution_Crossover,0.7222,11,9,0.5455,0.7143,816.4972,0
Evolution_Crossover,0.5833,7,6,0.5000,0.5714,941.2374,0
Evolution_Crossover,0.5556,7,5,0.4091,0.5429,856.1344,0
Evolution_Crossover,0.5833,10,6,0.5455,0.6000,838.6037,0
Evolution_Crossover,0.5556,7,7,0.5000,0.5714,803.3111,1
Evolution_Crossover,0.5556,6,8,0.5000,0.5714,803.3111,1
Evolution_Crossover,0.6389,11,8,0.5000,0.6286,831.1200,0
Evolution_Crossover,0.5556,7,7,0.5000,0.5714,803.3111,1
Evolution_Crossover,0.6111,11,8,0.4091,0.6000,854.4855,0
Evolution_Crossover,0.5278,8,5,0.5455,0.5429,828.7001,0
Evolution_Crossover,0.6111,6,8,0.5455,0.6286,803.3111,1
Evolution_Crossover,0.5556,10,5,0.4091,0.5429,846.8455,0
Evolution_Crossover,0.7500,13,7,0.5000,0.7714,818.4128,0
Evolution_Crossover,0.6389,13,7,0.5909,0.6571,803.6943,1
Evolution_Crossover,0.6667,12,6,0.5455,0.6571,838.2086,0
Evolution_Crossover,0.7500,13,8,0.5909,0.7714,801.8739,1
Evolution_Crossover,0.6389,11,6,0.5455,0.6571,804.0790,1
Evolution_Crossover,0.6944,15,8,0.4545,0.6857,820.4407,0
Evolution_Crossover,0.7500,15,7,0.5455,0.7714,827.4252,0
Evolution_Crossover,0.6111,11,5,0.5000,0.6286,891.7813,0
Evolution_Crossover,0.5556,6,7,0.5455,0.5714,803.3936,1
Evolution_Crossover,0.6667,11,5,0.5000,0.6857,803.2738,1
Evolution_Crossover,0.5000,6,9,0.4091,0.4857,822.0036,0
Evolution_Crossover,0.5278,5,7,0.5455,0.5429,803.3936,1
Evolution_Crossover,0.6944,13,9,0.5455,0.7143,816.2453,0
Evolution_Crossover,0.6111,11,6,0.5455,0.6286,860.6008,0
Evolution_Crossover,0.5833,11,8,0.4545,0.5714,820.1531,0
Evolution_Crossover,0.7222,13,8,0.4545,0.7143,820.5115,0
Evolution_Crossover,0.7222,11,6,0.5455,0.7429,841.4203,0
Evolution_Crossover,0.5278,6,7,0.4091,0.5143,834.2260,0
Evolution_Crossover,0.6111,5,8,0.5909,0.6286,803.3111,1
Evolution_Crossover,0.5000,9,5,0.4545,0.5143,827.3573,0
Evolution_Crossover,0.5000,7,6,0.6364,0.5143,876.8592,0
Evolution_Crossover,0.5833,8,5,0.4545,0.6000,810.5735,0
Evolution_Crossover,0.5556,10,6,0.4545,0.5714,854.0666,0
Evolution_Crossover,0.6111,11,7,0.4091,0.6000,904.4058,0
Evolution_Crossover,0.7500,13,5,0.5455,0.7714,797.4513,1
Evolution_Crossover,0.6111,11,5,0.5455,0.6000,797.4513,1
Evolution_Crossover,0.6111,11,9,0.5000,0.6000,845.9073,0
Evolution_Crossover,0.6111,11,5,0.4545,0.6286,835.6886,0
Evolution_Crossover,0.5556,9,6,0.5909,0.5714,811.3003,0
Evolution_Crossover,0.5000,5,5,0.5000,0.5143,918.6291,0
Evolution_Crossover,0.6111,7,7,0.4091,0.6000,821.9971,0
Evolution_Crossover,0.7500,14,6,0.5909,0.7429,856.3148,0
