solver,basin_hash,distance,edges,triplets
ClarkeWright,12947042819634111285,1078.0856,1-9|9-10|10-19|5-19|5-23|11-23|11-26|16-26|1-16|1-14|14-32|18-32|18-20|7-20|7-8|1-8|1-21|6-21|6-30|12-30|12-29|3-29|3-24|4-24|4-22|15-22|15-27|1-27|1-25|25-28|28-31|2-31|2-17|1-17|1-13|1-13,1-9-10|9-10-19|5-19-10|19-5-23|5-23-11|23-11-26|11-26-16|1-16-26|1-14-32|14-32-18|20-18-32|7-20-18|8-7-20|1-8-7|1-21-6|21-6-30|6-30-12|29-12-30|3-29-12|24-3-29|3-24-4|22-4-24|4-22-15|22-15-27|1-27-15|1-25-28|25-28-31|2-31-28|17-2-31|1-17-2|1-13-1
ClarkeWright,2179331896383321258,1310.5441,1-2|2-13|13-17|17-31|15-31|15-23|1-23|1-26|11-26|10-11|10-16|16-30|6-30|6-21|19-21|1-19|1-5|5-9|9-12|3-12|3-29|24-29|4-24|1-4|1-25|7-25|7-28|27-28|14-27|14-18|1-18|1-22|22-32|20-32|8-20|1-8,1-2-13|2-13-17|13-17-31|15-31-17|23-15-31|1-23-15|1-26-11|10-11-26|11-10-16|10-16-30|6-30-16|21-6-30|6-21-19|1-19-21|1-5-9|5-9-12|3-12-9|12-3-29|3-29-24|4-24-29|1-4-24|1-25-7|25-7-28|7-28-27|14-27-28|18-14-27|1-18-14|1-22-32|20-32-22|8-20-32|1-8-20
ClarkeWright,4087799876428122308,1233.0233,1-7|4-7|4-18|18-22|20-22|20-32|17-32|1-17|1-6|6-19|10-19|10-16|16-26|26-30|21-30|15-21|1-15|1-28|25-28|25-27|3-27|3-24|5-24|5-9|1-9|1-12|12-29|23-29|11-23|11-31|13-31|2-13|1-2|1-8|8-14|1-14,1-7-4|7-4-18|4-18-22|18-22-20|22-20-32|17-32-20|1-17-32|1-6-19|6-19-10|16-10-19|10-16-26|16-26-30|21-30-26|15-21-30|1-15-21|1-28-25|27-25-28|3-27-25|24-3-27|3-24-5|9-5-24|1-9-5|1-12-29|12-29-23|11-23-29|23-11-31|11-31-13|2-13-31|1-2-13|1-8-14|1-14-8
ClarkeWright,2257758595042852026,1133.1244,1-21|6-21|6-26|23-26|11-23|11-16|16-30|10-30|1-10|1-17|17-31|13-31|13-27|2-27|2-7|7-15|15-19|1-19|1-29|5-29|5-9|9-12|12-24|3-24|3-4|1-4|1-22|22-32|14-32|14-20|18-20|8-18|1-8|1-25|25-28|1-28,1-21-6|21-6-26|6-26-23|11-23-26|16-11-23|11-16-30|10-30-16|1-10-30|1-17-31|13-31-17|27-13-31|2-27-13|7-2-27|2-7-15|7-15-19|1-19-15|1-29-5|9-5-29|5-9-12|9-12-24|3-24-12|4-3-24|1-4-3|1-22-32|14-32-22|20-14-32|14-20-18|8-18-20|1-8-18|1-25-28|1-28-25
ClarkeWright,13086839005673561932,1380.9509,1-13|13-25|25-27|2-27|2-7|7-14|1-14|1-8|8-17|17-28|21-28|21-26|11-26|1-11|1-16|6-16|6-30|19-30|10-19|10-23|5-23|5-9|9-12|1-12|1-29|4-29|4-24|15-24|15-31|22-31|18-22|1-18|1-20|20-32|3-32|1-3,1-13-25|13-25-27|2-27-25|7-2-27|2-7-14|1-14-7|1-8-17|8-17-28|17-28-21|26-21-28|11-26-21|1-11-26|1-16-6|16-6-30|6-30-19|10-19-30|19-10-23|5-23-10|9-5-23|5-9-12|1-12-9|1-29-4|24-4-29|4-24-15|24-15-31|15-31-22|18-22-31|1-18-22|1-20-32|3-32-20|1-3-32
ClarkeWright,16074662247792909423,1109.7910,1-3|3-5|5-9|9-10|10-16|16-19|4-19|1-4|1-20|14-20|14-22|18-22|18-32|8-32|8-27|1-27|1-21|6-21|6-11|11-23|23-29|12-29|12-24|7-24|7-17|1-17|1-26|26-30|28-30|15-28|15-25|25-31|1-31|1-2|2-13|1-13,1-3-5|3-5-9|5-9-10|9-10-16|10-16-19|4-19-16|1-4-19|1-20-14|20-14-22|14-22-18|22-18-32|8-32-18|27-8-32|1-27-8|1-21-6|11-6-21|6-11-23|11-23-29|12-29-23|24-12-29|7-24-12|17-7-24|1-17-7|1-26-30|26-30-28|15-28-30|25-15-28|15-25-31|1-31-25|1-2-13|1-13-2
ClarkeWright,679853747372562468,1316.5110,1-7|7-14|2-14|2-13|8-13|8-19|12-19|1-12|1-29|5-29|5-9|9-23|10-23|10-16|16-30|1-30|1-17|17-27|27-31|28-31|6-28|6-26|21-26|1-21|1-11|11-15|15-25|25-32|20-32|3-20|3-24|1-24|1-4|4-18|18-22|1-22,1-7-14|2-14-7|13-2-14|2-13-8|13-8-19|8-19-12|1-12-19|1-29-5|9-5-29|5-9-23|9-23-10|16-10-23|10-16-30|1-30-16|1-17-27|17-27-31|27-31-28|6-28-31|26-6-28|6-26-21|1-21-26|1-11-15|11-15-25|15-25-32|20-32-25|3-20-32|20-3-24|1-24-3|1-4-18|4-18-22|1-22-18
ClarkeWright,14909596454341253317,1144.5038,1-6|6-11|11-23|10-23|5-10|5-9|9-19|12-19|12-16|16-30|1-30|1-15|15-24|14-24|14-18|18-20|20-22|22-32|1-32|1-17|2-17|2-27|8-27|8-13|13-25|1-25|1-28|28-31|7-31|7-29|3-29|3-4|1-4|1-26|21-26|1-21,1-6-11|6-11-23|10-23-11|5-10-23|9-5-10|5-9-19|9-19-12|16-12-19|12-16-30|1-30-16|1-15-24|14-24-15|18-14-24|14-18-20|18-20-22|20-22-32|1-32-22|1-17-2|17-2-27|2-27-8|13-8-27|8-13-25|1-25-13|1-28-31|7-31-28|29-7-31|3-29-7|4-3-29|1-4-3|1-26-21|1-21-26
ClarkeWright,2040731861157322724,979.6079,1-3|3-4|4-24|5-24|5-12|9-12|9-29|15-29|1-15|1-7|7-19|19-20|18-20|18-32|22-32|14-22|14-27|1-27|1-21|21-26|6-26|6-11|11-16|16-30|23-30|10-23|1-10|1-25|25-28|28-31|8-31|8-17|1-17|1-2|2-13|1-13,1-3-4|3-4-24|4-24-5|12-5-24|5-12-9|12-9-29|9-29-15|1-15-29|1-7-19|7-19-20|18-20-19|20-18-32|18-32-22|14-22-32|22-14-27|1-27-14|1-21-26|6-26-21|11-6-26|6-11-16|11-16-30|16-30-23|10-23-30|1-10-23|1-25-28|25-28-31|8-31-28|17-8-31|1-17-8|1-2-13|1-13-2
ClarkeWright,3225937255895899522,1272.1049,1-8|8-32|18-32|18-20|20-22|7-22|1-7|1-13|13-17|17-31|25-31|25-29|4-29|1-4|1-9|9-19|12-19|12-23|10-23|10-15|15-27|2-27|2-14|1-14|1-3|3-5|5-24|24-28|28-30|16-30|11-16|1-11|1-26|6-26|6-21|1-21,1-8-32|8-32-18|20-18-32|18-20-22|7-22-20|1-7-22|1-13-17|13-17-31|17-31-25|29-25-31|4-29-25|1-4-29|1-9-19|9-19-12|19-12-23|10-23-12|15-10-23|10-15-27|2-27-15|14-2-27|1-14-2|1-3-5|3-5-24|5-24-28|24-28-30|16-30-28|11-16-30|1-11-16|1-26-6|21-6-26|1-21-6
ClarkeWright,6020209772209210455,1017.7161,1-10|5-10|5-19|12-19|12-29|24-29|4-24|3-4|1-3|1-15|15-30|11-30|11-26|16-26|16-23|9-23|7-9|6-7|6-21|1-21|1-25|25-28|28-31|2-31|2-13|1-13|1-17|17-32|22-32|18-22|18-20|14-20|1-14|1-8|8-27|1-27,1-10-5|10-5-19|5-19-12|19-12-29|12-29-24|4-24-29|3-4-24|1-3-4|1-15-30|11-30-15|26-11-30|11-26-16|23-16-26|9-23-16|7-9-23|6-7-9|7-6-21|1-21-6|1-25-28|25-28-31|2-31-28|13-2-31|1-13-2|1-17-32|17-32-22|18-22-32|20-18-22|14-20-18|1-14-20|1-8-27|1-27-8
ClarkeWright,17053240533131370657,1087.9717,1-4|4-5|5-12|12-29|19-29|10-19|10-23|16-23|16-30|1-30|1-17|8-17|8-13|13-14|2-14|1-2|1-20|18-20|18-22|22-32|3-32|3-24|24-27|1-27|1-21|21-28|6-28|6-11|11-26|25-26|1-25|1-7|7-9|9-15|15-31|1-31,1-4-5|4-5-12|5-12-29|12-29-19|10-19-29|19-10-23|10-23-16|23-16-30|1-30-16|1-17-8|13-8-17|8-13-14|2-14-13|1-2-14|1-20-18|20-18-22|18-22-32|3-32-22|24-3-32|3-24-27|1-27-24|1-21-28|6-28-21|11-6-28|6-11-26|11-26-25|1-25-26|1-7-9|7-9-15|9-15-31|1-31-15
ClarkeWright,11201713826157240692,1184.2178,1-29|24-29|4-24|4-19|5-19|5-9|9-23|12-23|10-12|6-10|1-6|1-13|13-17|8-17|8-32|2-32|2-31|1-31|1-21|21-26|11-26|11-16|16-30|7-30|7-15|1-15|1-25|25-28|27-28|18-27|18-20|1-20|1-22|3-22|3-14|1-14,1-29-24|4-24-29|19-4-24|4-19-5|9-5-19|5-9-23|9-23-12|10-12-23|6-10-12|1-6-10|1-13-17|8-17-13|17-8-32|2-32-8|31-2-32|1-31-2|1-21-26|11-26-21|16-11-26|11-16-30|7-30-16|15-7-30|1-15-7|1-25-28|25-28-27|18-27-28|20-18-27|1-20-18|1-22-3|14-3-22|1-14-3
ClarkeWright,11692573914552387420,1322.7347,1-17|13-17|2-13|2-8|8-14|14-27|24-27|1-24|1-9|9-23|10-23|5-10|5-12|12-29|7-29|4-7|1-4|1-25|25-31|28-31|21-28|11-21|11-30|16-30|1-16|1-26|6-26|6-32|22-32|18-22|18-20|1-20|1-3|3-19|15-19|1-15,1-17-13|2-13-17|8-2-13|2-8-14|8-14-27|14-27-24|1-24-27|1-9-23|9-23-10|5-10-23|10-5-12|5-12-29|7-29-12|4-7-29|1-4-7|1-25-31|25-31-28|21-28-31|11-21-28|21-11-30|11-30-16|1-16-30|1-26-6|26-6-32|6-32-22|18-22-32|20-18-22|1-20-18|1-3-19|3-19-15|1-15-19
ClarkeWright,8681081300867485048,1183.8044,1-2|2-18|18-22|20-22|20-32|14-32|1-14|1-23|16-23|12-16|4-12|4-10|10-11|11-26|26-30|1-30|1-28|6-28|6-21|21-25|15-25|15-29|24-29|1-24|1-3|3-5|5-9|9-19|7-19|7-8|8-27|27-31|1-31|1-13|13-17|1-17,1-2-18|2-18-22|18-22-20|22-20-32|14-32-20|1-14-32|1-23-16|12-16-23|4-12-16|10-4-12|4-10-11|10-11-26|11-26-30|1-30-26|1-28-6|21-6-28|6-21-25|15-25-21|25-15-29|15-29-24|1-24-29|1-3-5|3-5-9|5-9-19|7-19-9|8-7-19|7-8-27|8-27-31|1-31-27|1-13-17|1-17-13
ClarkeWright,5330307881467278610,1360.8755,1-9|5-9|5-12|12-23|16-23|16-19|3-19|3-24|1-24|1-13|13-25|25-27|7-27|7-18|1-18|1-20|20-32|4-32|4-29|15-29|15-28|28-30|1-30|1-26|10-26|10-11|6-11|6-21|21-31|8-31|1-8|1-17|14-17|14-22|2-22|1-2,1-9-5|9-5-12|5-12-23|12-23-16|19-16-23|3-19-16|19-3-24|1-24-3|1-13-25|13-25-27|7-27-25|18-7-27|1-18-7|1-20-32|4-32-20|29-4-32|4-29-15|28-15-29|15-28-30|1-30-28|1-26-10|11-10-26|6-11-10|11-6-21|6-21-31|8-31-21|1-8-31|1-17-14|17-14-22|2-22-14|1-2-22
ClarkeWright,335324680594393840,1348.9525,1-2|2-17|3-17|3-4|4-7|7-14|14-27|1-27|1-13|13-31|15-31|15-24|20-24|20-32|22-32|1-22|1-18|8-18|8-25|10-25|10-19|12-19|1-12|1-5|5-9|9-29|23-29|23-28|21-28|6-21|1-6|1-26|11-26|11-30|16-30|1-16,1-2-17|2-17-3|4-3-17|3-4-7|4-7-14|7-14-27|1-27-14|1-13-31|13-31-15|24-15-31|15-24-20|24-20-32|20-32-22|1-22-32|1-18-8|18-8-25|8-25-10|19-10-25|10-19-12|1-12-19|1-5-9|5-9-29|9-29-23|28-23-29|21-28-23|6-21-28|1-6-21|1-26-11|26-11-30|11-30-16|1-16-30
ClarkeWright,2670294018499372265,1340.3765,1-8|8-14|14-18|18-20|20-22|22-32|15-32|15-19|1-19|1-24|9-24|9-12|12-29|7-29|2-7|2-13|1-13|1-17|17-31|21-31|16-21|10-16|10-23|1-23|1-5|3-5|3-4|4-27|25-27|6-25|6-30|11-30|1-11|1-26|26-28|1-28,1-8-14|8-14-18|14-18-20|18-20-22|20-22-32|15-32-22|19-15-32|1-19-15|1-24-9|12-9-24|9-12-29|7-29-12|2-7-29|7-2-13|1-13-2|1-17-31|17-31-21|16-21-31|10-16-21|16-10-23|1-23-10|1-5-3|4-3-5|3-4-27|4-27-25|6-25-27|25-6-30|6-30-11|1-11-30|1-26-28|1-28-26
ClarkeWright,14463362063836271018,1387.4882,1-2|2-14|8-14|8-17|17-27|25-27|1-25|1-13|13-31|15-31|9-15|9-10|10-24|5-24|4-5|1-4|1-29|23-29|12-23|12-19|19-22|3-22|3-20|20-32|1-32|1-18|7-18|7-28|21-28|6-21|6-11|11-26|1-26|1-16|16-30|1-30,1-2-14|2-14-8|14-8-17|8-17-27|17-27-25|1-25-27|1-13-31|13-31-15|9-15-31|10-9-15|9-10-24|5-24-10|4-5-24|1-4-5|1-29-23|12-23-29|19-12-23|12-19-22|3-22-19|20-3-22|3-20-32|1-32-20|1-18-7|18-7-28|7-28-21|6-21-28|11-6-21|6-11-26|1-26-11|1-16-30|1-30-16
ClarkeWright,17540803908137069820,1324.3184,1-13|8-13|8-14|3-14|3-4|4-23|23-27|15-27|9-15|1-9|1-24|24-29|5-29|5-12|10-12|10-19|7-19|1-7|1-17|17-25|18-25|18-20|20-32|1-32|1-22|2-22|2-31|21-31|6-21|6-26|11-26|1-11|1-16|16-30|28-30|1-28,1-13-8|13-8-14|3-14-8|4-3-14|3-4-23|4-23-27|15-27-23|9-15-27|1-9-15|1-24-29|5-29-24|12-5-29|5-12-10|12-10-19|7-19-10|1-7-19|1-17-25|17-25-18|20-18-25|18-20-32|1-32-20|1-22-2|22-2-31|2-31-21|6-21-31|21-6-26|6-26-11|1-11-26|1-16-30|16-30-28|1-28-30
ClarkeWright,1377157132689437615,1293.6443,1-30|16-30|11-16|11-29|5-29|5-10|10-23|19-23|6-19|1-6|1-13|2-13|2-17|17-31|21-31|1-21|1-26|9-26|7-9|7-22|4-22|4-14|8-14|1-8|1-25|25-28|27-28|20-27|20-32|18-32|1-18|1-3|3-24|12-24|12-15|1-15,1-30-16|11-16-30|16-11-29|5-29-11|10-5-29|5-10-23|10-23-19|6-19-23|1-6-19|1-13-2|13-2-17|2-17-31|17-31-21|1-21-31|1-26-9|7-9-26|9-7-22|4-22-7|14-4-22|4-14-8|1-8-14|1-25-28|25-28-27|20-27-28|27-20-32|18-32-20|1-18-32|1-3-24|3-24-12|15-12-24|1-15-12
ClarkeWright,583280248525908481,1288.0243,1-2|2-8|8-20|20-32|13-32|13-15|1-15|1-25|25-28|11-28|6-11|6-26|21-26|1-21|1-17|17-31|27-31|24-27|7-24|4-7|3-4|3-18|1-18|1-22|14-22|14-30|16-30|16-19|19-23|5-23|5-29|9-29|1-9|1-12|10-12|1-10,1-2-8|2-8-20|8-20-32|13-32-20|15-13-32|1-15-13|1-25-28|11-28-25|6-11-28|11-6-26|6-26-21|1-21-26|1-17-31|17-31-27|24-27-31|7-24-27|4-7-24|3-4-7|4-3-18|1-18-3|1-22-14|22-14-30|14-30-16|19-16-30|16-19-23|5-23-19|23-5-29|5-29-9|1-9-29|1-12-10|1-10-12
ClarkeWright,11150100735541333028,1167.8301,1-4|4-12|5-12|5-29|19-29|10-19|10-16|16-23|1-23|1-22|22-32|20-32|7-20|7-14|14-17|17-27|1-27|1-18|3-18|3-24|9-24|9-26|26-30|11-30|11-15|1-15|1-28|6-28|6-21|21-31|13-31|2-13|1-2|1-8|8-25|1-25,1-4-12|4-12-5|12-5-29|5-29-19|10-19-29|16-10-19|10-16-23|1-23-16|1-22-32|20-32-22|7-20-32|14-7-20|7-14-17|14-17-27|1-27-17|1-18-3|18-3-24|3-24-9|24-9-26|9-26-30|11-30-26|15-11-30|1-15-11|1-28-6|21-6-28|6-21-31|13-31-21|2-13-31|1-2-13|1-8-25|1-25-8
ClarkeWright,5893964366431537527,1215.0100,1-7|3-7|3-14|14-18|8-18|8-31|1-31|1-15|15-19|19-29|9-29|9-24|12-24|4-12|4-5|5-23|10-23|10-30|1-30|1-17|17-28|25-28|11-25|11-16|1-16|1-26|6-26|6-21|21-27|22-27|20-22|20-32|1-32|1-2|2-13|1-13,1-7-3|7-3-14|3-14-18|8-18-14|18-8-31|1-31-8|1-15-19|15-19-29|9-29-19|24-9-29|9-24-12|4-12-24|5-4-12|4-5-23|5-23-10|23-10-30|1-30-10|1-17-28|17-28-25|11-25-28|16-11-25|1-16-11|1-26-6|21-6-26|6-21-27|21-27-22|20-22-27|22-20-32|1-32-20|1-2-13|1-13-2
ClarkeWright,13342044191802226551,981.8478,1-7|3-7|3-4|4-24|14-24|14-17|17-27|27-31|1-31|1-8|8-32|18-32|18-20|20-22|2-22|1-2|1-13|13-15|5-15|5-29|9-29|9-12|12-19|10-19|10-23|1-23|1-28|25-28|25-30|16-30|11-16|11-26|1-26|1-6|6-21|1-21,1-7-3|4-3-7|3-4-24|4-24-14|17-14-24|14-17-27|17-27-31|1-31-27|1-8-32|8-32-18|20-18-32|18-20-22|2-22-20|1-2-22|1-13-15|5-15-13|15-5-29|5-29-9|12-9-29|9-12-19|10-19-12|19-10-23|1-23-10|1-28-25|28-25-30|16-30-25|11-16-30|16-11-26|1-26-11|1-6-21|1-21-6
ClarkeWright,4017086581455954789,1025.4377,1-8|7-8|4-7|4-24|3-24|3-5|5-10|10-30|1-30|1-14|14-18|18-20|20-32|22-32|2-22|1-2|1-15|11-15|11-26|19-26|19-29|9-29|9-12|12-23|16-23|1-16|1-25|25-28|6-28|6-21|21-27|27-31|13-31|1-13|1-17|1-17,1-8-7|4-7-8|7-4-24|3-24-4|5-3-24|3-5-10|5-10-30|1-30-10|1-14-18|14-18-20|18-20-32|20-32-22|2-22-32|1-2-22|1-15-11|15-11-26|11-26-19|26-19-29|9-29-19|12-9-29|9-12-23|12-23-16|1-16-23|1-25-28|6-28-25|21-6-28|6-21-27|21-27-31|13-31-27|1-13-31|1-17-1
ClarkeWright,11361847060450977526,1147.9669,1-8|8-22|20-22|18-20|18-32|2-32|1-2|1-11|11-29|5-29|5-12|12-19|9-19|9-16|16-23|23-27|1-27|1-13|4-13|4-7|7-24|14-24|14-17|17-31|15-31|1-15|1-3|3-10|10-30|26-30|6-26|6-21|1-21|1-25|25-28|1-28,1-8-22|8-22-20|18-20-22|20-18-32|2-32-18|1-2-32|1-11-29|5-29-11|12-5-29|5-12-19|9-19-12|16-9-19|9-16-23|16-23-27|1-27-23|1-13-4|7-4-13|4-7-24|7-24-14|17-14-24|14-17-31|15-31-17|1-15-31|1-3-10|3-10-30|10-30-26|6-26-30|21-6-26|1-21-6|1-25-28|1-28-25
ClarkeWright,6834920802810727986,1185.7331,1-4|4-24|10-24|10-11|11-16|9-16|9-29|12-29|12-23|19-23|1-19|1-7|5-7|3-5|3-32|22-32|22-31|1-31|1-8|2-8|2-14|14-18|18-20|1-20|1-28|25-28|15-25|15-17|17-27|13-27|13-21|1-21|1-6|6-26|26-30|1-30,1-4-24|4-24-10|11-10-24|10-11-16|9-16-11|16-9-29|9-29-12|23-12-29|12-23-19|1-19-23|1-7-5|3-5-7|5-3-32|3-32-22|31-22-32|1-31-22|1-8-2|8-2-14|2-14-18|14-18-20|1-20-18|1-28-25|15-25-28|17-15-25|15-17-27|13-27-17|21-13-27|1-21-13|1-6-26|6-26-30|1-30-26
ClarkeWright,6718835644546919347,1400.7925,1-2|2-13|13-31|6-31|6-26|15-26|1-15|1-25|25-28|21-28|11-21|11-29|29-32|8-32|1-8|1-14|14-17|17-27|19-27|10-19|5-10|5-12|9-12|1-9|1-3|3-7|7-30|16-30|16-23|23-24|4-24|4-18|1-18|1-20|20-22|1-22,1-2-13|2-13-31|6-31-13|26-6-31|6-26-15|1-15-26|1-25-28|21-28-25|11-21-28|21-11-29|11-29-32|8-32-29|1-8-32|1-14-17|14-17-27|17-27-19|10-19-27|5-10-19|10-5-12|5-12-9|1-9-12|1-3-7|3-7-30|7-30-16|23-16-30|16-23-24|4-24-23|18-4-24|1-18-4|1-20-22|1-22-20
ClarkeWright,16086628585136283410,1104.2706,1-4|4-24|24-29|3-29|3-5|5-12|9-12|9-19|15-19|1-15|1-7|7-22|18-22|18-32|14-32|14-20|1-20|1-25|25-28|26-28|6-26|6-11|1-11|1-16|10-16|10-23|23-30|21-30|21-31|27-31|8-27|1-8|1-2|2-13|13-17|1-17,1-4-24|4-24-29|3-29-24|5-3-29|3-5-12|5-12-9|12-9-19|9-19-15|1-15-19|1-7-22|7-22-18|22-18-32|14-32-18|20-14-32|1-20-14|1-25-28|25-28-26|6-26-28|11-6-26|1-11-6|1-16-10|16-10-23|10-23-30|21-30-23|30-21-31|21-31-27|8-27-31|1-8-27|1-2-13|2-13-17|1-17-13
ClarkeWright,15370900701620342517,1253.0601,1-3|3-4|4-18|18-32|20-32|20-22|6-22|6-30|1-30|1-26|11-26|11-16|10-16|10-23|21-23|17-21|1-17|1-8|2-8|2-13|13-31|27-31|24-27|19-24|19-29|1-29|1-5|5-9|9-12|7-12|7-14|14-28|15-28|1-15|1-25|1-25,1-3-4|3-4-18|4-18-32|18-32-20|22-20-32|6-22-20|22-6-30|1-30-6|1-26-11|16-11-26|10-16-11|16-10-23|10-23-21|17-21-23|1-17-21|1-8-2|8-2-13|2-13-31|13-31-27|24-27-31|19-24-27|24-19-29|1-29-19|1-5-9|5-9-12|7-12-9|12-7-14|7-14-28|14-28-15|1-15-28|1-25-1
ClarkeWright,1238365948843247634,1345.9599,1-2|2-17|13-17|13-31|15-31|15-19|12-19|1-12|1-29|5-29|5-24|3-24|3-18|1-18|1-25|25-28|27-28|8-27|8-22|4-22|1-4|1-20|20-32|14-32|7-14|7-30|9-30|9-10|10-23|11-23|1-11|1-16|6-16|6-26|21-26|1-21,1-2-17|2-17-13|17-13-31|13-31-15|19-15-31|12-19-15|1-12-19|1-29-5|24-5-29|3-24-5|18-3-24|1-18-3|1-25-28|25-28-27|8-27-28|22-8-27|4-22-8|1-4-22|1-20-32|14-32-20|7-14-32|14-7-30|7-30-9|10-9-30|9-10-23|10-23-11|1-11-23|1-16-6|16-6-26|6-26-21|1-21-26
ClarkeWright,15646542928595677058,1308.8538,1-13|13-15|7-15|4-7|3-4|3-20|1-20|1-8|8-31|17-31|2-17|2-14|14-32|1-32|1-22|18-22|18-27|24-27|24-29|5-29|5-12|1-12|1-10|10-19|16-19|16-23|23-25|25-28|1-28|1-26|11-26|9-11|9-30|6-30|6-21|1-21,1-13-15|7-15-13|4-7-15|3-4-7|4-3-20|1-20-3|1-8-31|8-31-17|2-17-31|14-2-17|2-14-32|1-32-14|1-22-18|22-18-27|18-27-24|27-24-29|5-29-24|12-5-29|1-12-5|1-10-19|10-19-16|19-16-23|16-23-25|23-25-28|1-28-25|1-26-11|9-11-26|11-9-30|6-30-9|21-6-30|1-21-6
ClarkeWright,8604638976037593173,1185.6585,1-7|7-25|15-25|15-30|6-30|6-26|21-26|21-28|1-28|1-8|3-8|3-9|9-24|4-24|4-18|18-22|22-27|11-27|1-11|1-16|10-16|10-29|5-29|5-12|12-23|19-23|1-19|1-14|14-20|20-32|2-32|2-13|1-13|1-17|17-31|1-31,1-7-25|7-25-15|25-15-30|6-30-15|26-6-30|6-26-21|26-21-28|1-28-21|1-8-3|8-3-9|3-9-24|4-24-9|18-4-24|4-18-22|18-22-27|11-27-22|1-11-27|1-16-10|16-10-29|5-29-10|12-5-29|5-12-23|12-23-19|1-19-23|1-14-20|14-20-32|2-32-20|13-2-32|1-13-2|1-17-31|1-31-17
ClarkeWright,8245172473852090364,1228.3464,1-2|2-22|18-22|18-32|4-32|4-9|9-10|10-23|23-30|15-30|1-15|1-3|3-29|5-29|5-12|12-24|24-31|21-31|1-21|1-25|25-27|17-27|14-17|14-20|8-20|1-8|1-13|13-28|6-28|6-26|11-26|1-11|1-16|16-19|7-19|1-7,1-2-22|2-22-18|22-18-32|4-32-18|9-4-32|4-9-10|9-10-23|10-23-30|15-30-23|1-15-30|1-3-29|3-29-5|12-5-29|5-12-24|12-24-31|21-31-24|1-21-31|1-25-27|17-27-25|14-17-27|17-14-20|8-20-14|1-8-20|1-13-28|6-28-13|26-6-28|6-26-11|1-11-26|1-16-19|7-19-16|1-7-19
ClarkeWright,17212954438060268245,1114.0444,1-10|10-23|12-23|12-19|9-19|5-9|5-29|3-29|3-15|1-15|1-25|25-31|17-31|13-17|2-13|1-2|1-14|8-14|8-27|22-27|20-22|20-32|18-32|1-18|1-4|4-24|7-24|7-28|11-28|11-26|16-26|1-16|1-30|6-30|6-21|1-21,1-10-23|10-23-12|19-12-23|9-19-12|5-9-19|9-5-29|3-29-5|15-3-29|1-15-3|1-25-31|17-31-25|13-17-31|2-13-17|1-2-13|1-14-8|14-8-27|8-27-22|20-22-27|22-20-32|18-32-20|1-18-32|1-4-24|4-24-7|24-7-28|7-28-11|26-11-28|11-26-16|1-16-26|1-30-6|21-6-30|1-21-6
ClarkeWright,1007168697866511741,1280.1719,1-6|6-11|11-30|10-30|4-10|4-24|7-24|7-8|8-27|15-27|1-15|1-25|25-28|26-28|21-26|16-21|1-16|1-23|9-23|9-19|19-29|12-29|5-12|5-20|1-20|1-18|18-22|22-32|3-32|3-31|2-31|1-2|1-14|14-17|13-17|1-13,1-6-11|6-11-30|10-30-11|4-10-30|10-4-24|4-24-7|8-7-24|7-8-27|8-27-15|1-15-27|1-25-28|25-28-26|21-26-28|16-21-26|1-16-21|1-23-9|19-9-23|9-19-29|12-29-19|5-12-29|12-5-20|1-20-5|1-18-22|18-22-32|3-32-22|31-3-32|2-31-3|1-2-31|1-14-17|13-17-14|1-13-17
ClarkeWright,13827756427263971301,1252.3173,1-10|9-10|5-9|5-12|12-19|19-23|23-29|16-29|1-16|1-13|13-31|14-31|3-14|3-4|4-24|24-32|1-32|1-7|7-8|8-15|15-25|25-28|26-28|1-26|1-11|11-30|6-30|6-21|21-27|17-27|17-18|18-20|20-22|1-22|1-2|1-2,1-10-9|5-9-10|9-5-12|5-12-19|12-19-23|19-23-29|16-29-23|1-16-29|1-13-31|13-31-14|3-14-31|4-3-14|3-4-24|4-24-32|1-32-24|1-7-8|7-8-15|8-15-25|15-25-28|25-28-26|1-26-28|1-11-30|6-30-11|21-6-30|6-21-27|17-27-21|18-17-27|17-18-20|18-20-22|1-22-20|1-2-1
ClarkeWright,5046143298998411114,1225.0663,1-2|2-17|13-17|13-31|8-31|1-8|1-14|14-20|20-22|22-32|18-32|15-18|15-21|1-21|1-16|5-16|5-12|12-29|3-29|1-3|1-25|25-28|27-28|24-27|4-24|4-10|9-10|9-23|7-23|7-19|1-19|1-26|11-26|11-30|6-30|1-6,1-2-17|2-17-13|17-13-31|8-31-13|1-8-31|1-14-20|14-20-22|20-22-32|18-32-22|15-18-32|18-15-21|1-21-15|1-16-5|12-5-16|5-12-29|3-29-12|1-3-29|1-25-28|25-28-27|24-27-28|4-24-27|10-4-24|4-10-9|10-9-23|7-23-9|19-7-23|1-19-7|1-26-11|26-11-30|6-30-11|1-6-30
